Best case:
2, 102, 202, 302, 402, 502, 602, 702, 802, 902, 1002, 1102, 1202, 1302, 1402, 1502, 1602, 1702, 1802, 1902, 2002, 2102, 2202, 2302, 2402, 2502, 2602, 2702, 2802, 2902, 3002, 3102, 3202, 3302, 3402, 3502, 3602, 3702, 3802, 3902, 4002, 4102, 4202, 4302, 4402, 4502, 4602, 4702, 4802, 4902, 5002, 5102, 5202, 5302, 5402, 5502, 5602, 5702, 5802, 5902, 6002, 6102, 6202, 6302, 6402, 6502, 6602, 6702, 6802, 6902, 7002, 7102, 7202, 7302, 7402, 7502, 7602, 7702, 7802, 7902, 8002, 8102, 8202, 8302, 8402, 8502, 8602, 8702, 8802, 8902, 9002, 9102, 9202, 9302, 9402, 9502, 9602, 9702, 9802, 9902, 10002, 
2, 5, 5, 5, 10, 4, 1, 1, 1, 1, 2, 3, 4, 4, 7, 6, 6, 8, 9, 9, 11, 11, 13, 14, 15, 16, 18, 19, 21, 22, 24, 25, 27, 28, 30, 31, 33, 36, 38, 39, 42, 44, 46, 49, 50, 52, 56, 57, 60, 63, 65, 68, 71, 73, 76, 86, 82, 85, 88, 91, 94, 97, 103, 104, 107, 113, 115, 118, 120, 124, 128, 132, 136, 139, 143, 146, 159, 168, 162, 164, 168, 173, 176, 182, 188, 193, 192, 198, 201, 207, 216, 217, 221, 227, 231, 240, 240, 248, 250, 256, 261, 
Worse case:
2, 102, 202, 302, 402, 502, 602, 702, 802, 902, 1002, 1102, 1202, 1302, 1402, 1502, 1602, 1702, 1802, 1902, 2002, 2102, 2202, 2302, 2402, 2502, 2602, 2702, 2802, 2902, 3002, 3102, 3202, 3302, 3402, 3502, 3602, 3702, 3802, 3902, 4002, 4102, 4202, 4302, 4402, 4502, 4602, 4702, 4802, 4902, 5002, 5102, 5202, 5302, 5402, 5502, 5602, 5702, 5802, 5902, 6002, 6102, 6202, 6302, 6402, 6502, 6602, 6702, 6802, 6902, 7002, 7102, 7202, 7302, 7402, 7502, 7602, 7702, 7802, 7902, 8002, 8102, 8202, 8302, 8402, 8502, 8602, 8702, 8802, 8902, 9002, 9102, 9202, 9302, 9402, 9502, 9602, 9702, 9802, 9902, 10002, 
0, 1, 3, 8, 1, 0, 1, 1, 2, 2, 5, 3, 4, 4, 9, 11, 12, 14, 16, 17, 20, 22, 25, 28, 32, 33, 19, 28, 42, 45, 45, 52, 52, 59, 36, 38, 40, 46, 48, 48, 55, 61, 56, 59, 64, 75, 72, 72, 80, 84, 85, 95, 137, 111, 163, 169, 158, 111, 114, 119, 127, 130, 133, 135, 145, 146, 151, 156, 184, 128, 169, 172, 184, 185, 215, 296, 296, 217, 306, 313, 363, 375, 255, 389, 249, 251, 261, 328, 272, 359, 279, 298, 287, 348, 296, 322, 318, 348, 365, 358, 351, 
